[2022-10-26 11:57:57]  Start >>>  >>> [283] - DALLAS, TX | DALLAS, TX | dallas-tx
 [20551]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [20543]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [20523]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [20506]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [20410]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [20335]  |  [17584]  |  [17536]  |  [17472]  |  [17406]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17390]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17357]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17341]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17327]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17317]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17299]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17288]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17286]  |  [17285]  |  [17284]  |  [17283]  |  [17282]  |  [17281]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17280]  |  [17279]  |  [17278]  |  [17277]  |  [17276]  |  [17275]  |  [17274]  |  [17273]  |  [17272]  |  [17271]  |  [17270]  |  [17269]  |  | AURORA, CO | AURORA, CO | 286
 [17268]  |  [17267]  |  [17266]  |  [17265]  |  [17264]  |  [17263]  |  [17262]  |  [17261]  |  | DECATUR, GA | DECATUR, GA | 291
 [17260]  |  [17259]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [17258]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [17231]  |  [17205]  |  | PHILADELPHIA, PA | PHILADELPHIA, PA | 331
 [17201]  |  [17200]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17199]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17198]  |  [17197]  |  [17196]  |  [17195]  |  [17194]  |  [17193]  |  [17192]  |  [17191]  |  [17190]  |  [17189]  |  | AURORA, CO | AURORA, CO | 286
 [17188]  |  [17187]  |  [17186]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [17185]  |  [17184]  |  [17176]  |  [17175]  |  [17174]  |  | LITCHFIELD PARK, AZ | LITCHFIELD PARK, AZ | 289
 [17173]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17172]  |  [17171]  |  [17170]  |  [17169]  |  [17168]  |  [17167]  |  [17166]  |  [17165]  |  [17164]  |  [17163]  |  [17162]  |  [17161]  |  [17160]  |  [17159]  |  [17158]  |  [17157]  |  [17156]  |  | DECATUR, GA | DECATUR, GA | 291
 [17155]  |  | DECATUR, GA | DECATUR, GA | 291
 [17154]  |  | DECATUR, GA | DECATUR, GA | 291
 [17153]  |  [17152]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [17151]  |  [17150]  |  [17148]  |  [17147]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17146]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17145]  |  [17144]  |  [17143]  |  [17142]  |  [17141]  |  [17140]  |  [17139]  |  [17138]  |  [17137]  |  [17136]  |  | DALLAS, GA | DALLAS, GA | 291
 [17135]  |  [17134]  |  | AURORA, CO | AURORA, CO | 286
 [17133]  |  | AURORA, CO | AURORA, CO | 286
 [17132]  |  [17131]  |  [17130]  |  [17129]  |  [17128]  |  [17127]  |  [17126]  |  [17125]  |  [17124]  |  [17122]  |  [17121]  |  [17120]  |  [17119]  |  [17118]  |  [17117]  |  [17116]  |  [17115]  |  [17114]  |  [17113]  |  [17112]  |  [17111]  |  [17110]  |  [17109]  |  [17108]  |  [17107]  |  [17106]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [17105]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [17104]  |  [17103]  |  [17102]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [17101]  |  [17100]  |  [17099]  |  [17098]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [17097]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [17096]  |  [17095]  |  [17091]  |  [17090]  |  [17089]  |  [17088]  |  [17087]  |  [17086]  |  [17085]  |  [17084]  |  [17083]  |  | MIAMI, FL | MIAMI, FL | 290
 [17082]  |  [17081]  |  [17080]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [17079]  |  [17078]  |  [17077]  |  | DALLAS, TX | DALLAS, TX | 283
 [17076]  |  [17075]  |  [17074]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [17073]  |  [17072]  |  [17071]  |  [17070]  |  [17069]  |  [17068]  |  [17067]  |  [17066]  |  [17065]  |  [17064]  |  [17063]  |  [17062]  |  [17061]  |  [17060]  |  [17059]  |  [17058]  |  [17057]  |  [17056]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [17055]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [17054]  |  [17053]  |  [17047]  |  [17046]  |  [17045]  |  [17044]  |  [17043]  |  | DALLAS, GA | DALLAS, GA | 291
 [17042]  |  [17041]  |  [17040]  |  [17039]  |  [17038]  |  [17037]  |  | AURORA, CO | AURORA, CO | 286
 [17036]  |  [17035]  |  [17034]  |  [17033]  |  [17032]  |  | DALLAS, TX | DALLAS, TX | 283
 [16998]  |  [16997]  |  [16996]  |  [16995]  |  [16994]  |  | DALLAS, GA | DALLAS, GA | 291
 [16993]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [16992]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [16991]  |  [16990]  |  [16989]  |  [16988]  |  [16987]  |  [16986]  |  | LITTLETON, CO | LITTLETON, CO | 286
 [16985]  |  [16984]  |  [16983]  |  [16982]  |  [16981]  |  [16980]  |  | MIAMI GARDENS, FL | MIAMI GARDENS, FL | 290
 [16979]  |  [16978]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16977]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16966]  |  [16964]  |  [16963]  |  [16962]  |  [16961]  |  [16960]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [16959]  |  [16958]  |  [16957]  |  [16956]  |  [16955]  |  [16954]  |  [16953]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16952]  |  [16951]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16950]  |  [16949]  |  [16948]  |  [16947]  |  [16946]  |  [16945]  |  [16944]  |  [16943]  |  [16942]  |  [16941]  |  [16940]  |  [16939]  |  | DECATUR, GA | DECATUR, GA | 291
 [16938]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [16932]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16931]  |  [16930]  |  [16929]  |  [16928]  |  [16927]  |  [16926]  |  [16925]  |  [16924]  |  [16923]  |  [16922]  |  [16921]  |  [16920]  |  | FOREST PARK, GA | FOREST PARK, GA | 291
 [16919]  |  | DECATUR, GA | DECATUR, GA | 291
 [16918]  |  [16917]  |  [16916]  |  [16915]  |  [16914]  |  [16913]  |  [16912]  |  [16911]  |  [16910]  |  [16909]  |  [16908]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16907]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16906]  |  [16905]  |  [16904]  |  [16903]  |  [16902]  |  [16901]  |  [16900]  |  [16899]  |  [16898]  |  [16897]  |  [16896]  |  | MIAMI GARDENS, FL | MIAMI GARDENS, FL | 290
 [16895]  |  [16894]  |  [16893]  |  [16892]  |  [16891]  |  | MESQUITE, TX | MESQUITE, TX | 283
 [16890]  |  [16889]  |  [16888]  |  [16887]  |  [16881]  |  [16880]  |  [16877]  |  [16876]  |  [16875]  |  [16874]  |  [16873]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16872]  |  [16871]  |  [16870]  |  [16869]  |  | DENVER, CO | DENVER, CO | 286
 [16868]  |  | DENVER, CO | DENVER, CO | 286
 [16867]  |  [16866]  |  [16865]  |  [16864]  |  [16863]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16862]  |  [16861]  |  [16860]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16859]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16858]  |  [16856]  |  [16855]  |  [16854]  |  [16853]  |  [16852]  |  [16851]  |  [16850]  |  [16849]  |  [16848]  |  [16847]  |  [16846]  |  [16845]  |  [16844]  |  | MIRAMAR, FL | MIRAMAR, FL | 290
 [16843]  |  [16842]  |  [16841]  |  [16840]  |  | MABLETON, GA | MABLETON, GA | 291
 [16839]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16838]  |  [16837]  |  [16836]  |  | AUSTIN, TX | AUSTIN, TX | 284
 [16835]  |  [16834]  |  [16833]  |  [16832]  |  [16831]  |  [16820]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16819]  |  [16818]  |  [16817]  |  [16816]  |  [16815]  |  [16814]  |  [16813]  |  [16812]  |  [16811]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16786]  |  [16785]  |  [16784]  |  [16783]  |  [16782]  |  [16781]  |  [16780]  |  [16779]  |  [16778]  |  [16777]  |  [16776]  |  [16775]  |  [16774]  |  [16773]  |  [16772]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16771]  |  [16770]  |  [16769]  |  [16768]  |  [16767]  |  [16766]  |  [16765]  |  [16764]  |  [16763]  |  [16762]  |  [16761]  |  [16760]  |  | DENVER, CO | DENVER, CO | 286
 [16759]  |  [16758]  |  [16757]  |  [16756]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16755]  |  [16754]  |  [16753]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16752]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16751]  |  [16750]  |  [16749]  |  [16748]  |  [16747]  |  [16746]  |  [16745]  |  [16744]  |  [16743]  |  [16742]  |  [16741]  |  [16740]  |  [16739]  |  [16738]  |  [16737]  |  [16736]  |  [16735]  |  [16734]  |  [16733]  |  [16732]  |  [16731]  |  [16730]  |  [16729]  |  [16728]  |  [16727]  |  [16726]  |  [16725]  |  [16724]  |  [16723]  |  [16722]  |  [16721]  |  [16720]  |  [16719]  |  [16718]  |  [16717]  |  [16716]  |  [16715]  |  [16714]  |  [16713]  |  [16712]  |  [16711]  |  [16710]  |  [16709]  |  [16708]  |  [16707]  |  [16706]  |  [16705]  |  [16704]  |  [16703]  |  [16702]  |  [16701]  |  [16700]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16699]  |  [16698]  |  [16697]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16696]  |  [16695]  |  [16694]  |  [16693]  |  [16692]  |  [16691]  |  [16690]  |  [16689]  |  [16688]  |  [16687]  |  [16686]  |  [16685]  |  | DENVER, CO | DENVER, CO | 286
 [16684]  |  [16683]  |  [16682]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16681]  |  | DALLAS, TX | DALLAS, TX | 283
 [16670]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16669]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16668]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16667]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16666]  |  [16665]  |  [16664]  |  [16663]  |  [16662]  |  [16661]  |  [16660]  |  [16659]  |  [16658]  |  [16657]  |  [16656]  |  [16655]  |  [16654]  |  [16653]  |  [16652]  |  [16651]  |  [16650]  |  [16649]  |  [16648]  |  [16647]  |  [16646]  |  [16645]  |  [16644]  |  [16643]  |  [16642]  |  | ROUND ROCK, TX | ROUND ROCK, TX | 284
 [16641]  |  [16639]  |  [16638]  |  [16637]  |  [16636]  |  [16635]  |  [16634]  |  [16633]  |  [16632]  |  [16631]  |  [16630]  |  [16629]  |  [16628]  |  [16627]  |  [16626]  |  [16625]  |  [16624]  |  [16623]  |  [16622]  |  [16617]  |  [16616]  |  [16615]  |  [16614]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16613]  |  [16612]  |  [16611]  |  [16610]  |  [16609]  |  [16608]  |  | ROWLETT, TX | ROWLETT, TX | 283
 [16607]  |  | DALLAS, TX | DALLAS, TX | 283
 [16606]  |  [16605]  |  [16604]  |  | DENVER, CO | DENVER, CO | 286
 [16603]  |  [16602]  |  [16601]  |  | MIAMI, FL | MIAMI, FL | 290
 [16600]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16599]  |  | EAST POINT, GA | EAST POINT, GA | 291
 [16598]  |  [16597]  |  | LAVEEN, AZ | LAVEEN, AZ | 289
 [16596]  |  [16584]  |  [16583]  |  [16582]  |  [16581]  |  [16580]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16579]  |  [16578]  |  [16577]  |  [16576]  |  [16575]  |  [16574]  |  [16573]  |  [16572]  |  [16571]  |  [16570]  |  [16569]  |  [16568]  |  [16567]  |  [16566]  |  [16565]  |  [16564]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16563]  |  [16562]  |  [16561]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16560]  |  | LAVEEN, AZ | LAVEEN, AZ | 289
 [16559]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16550]  |  [16549]  |  [16548]  |  [16547]  |  [16546]  |  [16545]  |  [16544]  |  [16543]  |  [16542]  |  [16541]  |  [16540]  |  [16539]  |  [16538]  |  [16537]  |  [16536]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16535]  |  [16534]  |  [16533]  |  [16532]  |  [16531]  |  [16530]  |  | DENVER, CO | DENVER, CO | 286
 [16529]  |  | MIAMI, FL | MIAMI, FL | 290
 [16528]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16527]  |  [16526]  |  [16525]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16514]  |  | SPRING, TX | SPRING, TX | 285
 [16513]  |  [16512]  |  [16511]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16510]  |  [16509]  |  [16508]  |  [16507]  |  [16506]  |  [16505]  |  [16504]  |  [16503]  |  [16502]  |  [16501]  |  [16500]  |  [16499]  |  [16498]  |  [16497]  |  [16496]  |  [16495]  |  [16494]  |  [16493]  |  [16492]  |  [16491]  |  [16490]  |  [16489]  |  [16488]  |  [16487]  |  [16486]  |  [16485]  |  [16484]  |  | DECATUR, GA | DECATUR, GA | 291
 [16483]  |  [16482]  |  [16481]  |  [16480]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16479]  |  [16478]  |  [16477]  |  [16476]  |  [16475]  |  [16474]  |  [16473]  |  [16472]  |  [16471]  |  [16470]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16469]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16468]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16467]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16466]  |  [16465]  |  [16464]  |  [16463]  |  [16462]  |  [16461]  |  [16460]  |  [16459]  |  [16458]  |  [16457]  |  [16456]  |  [16455]  |  [16454]  |  [16453]  |  [16452]  |  [16451]  |  [16450]  |  [16449]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16448]  |  [16447]  |  [16446]  |  [16443]  |  [16442]  |  [16441]  |  [16440]  |  [16439]  |  [16438]  |  [16437]  |  [16436]  |  [16435]  |  [16434]  |  | DENVER, CO | DENVER, CO | 286
 [16433]  |  [16432]  |  [16431]  |  [16430]  |  [16429]  |  [16428]  |  [16427]  |  [16426]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16425]  |  [16424]  |  [16423]  |  [16422]  |  [16421]  |  [16420]  |  [16419]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16418]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16417]  |  [16416]  |  [16415]  |  [16414]  |  [16413]  |  | DALLAS, GA | DALLAS, GA | 291
 [16412]  |  [16411]  |  [16410]  |  [16409]  |  [16408]  |  [16407]  |  | ARVADA, CO | ARVADA, CO | 286
 [16406]  |  [16405]  |  [16404]  |  [16403]  |  [16402]  |  [16401]  |  [16400]  |  | HOMESTEAD, FL | HOMESTEAD, FL | 290
 [16399]  |  | DECATUR, GA | DECATUR, GA | 291
 [16398]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16397]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16396]  |  [16395]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16394]  |  | DALLAS, TX | DALLAS, TX | 283
 [16393]  |  [16392]  |  | PASADENA, TX | PASADENA, TX | 285
 [16391]  |  [16390]  |  [16389]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16388]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16387]  |  [16386]  |  [16385]  |  [16384]  |  [16383]  |  [16382]  |  [16381]  |  [16380]  |  [16379]  |  [16378]  |  [16377]  |  [16376]  |  [16375]  |  [16374]  |  [16373]  |  [16372]  |  [16371]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16370]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16369]  |  [16368]  |  [16367]  |  [16327]  |  [16325]  |  [16323]  |  [16320]  |  [16319]  |  [16318]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16317]  |  [16316]  |  [16315]  |  [16314]  |  [16313]  |  [16312]  |  [16311]  |  [16310]  |  [16309]  |  [16308]  |  [16307]  |  [16306]  |  [16305]  |  [16304]  |  | DALLAS, TX | DALLAS, TX | 283
 [16303]  |  [16302]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16301]  |  [16300]  |  [16299]  |  [16298]  |  [16297]  |  [16296]  |  [16295]  |  [16294]  |  [16293]  |  [16292]  |  [16291]  |  [16290]  |  [16289]  |  [16288]  |  [16287]  |  [16286]  |  [16284]  |  [16283]  |  [16282]  |  [16281]  |  [16280]  |  [16279]  |  [16278]  |  [16277]  |  [16276]  |  [16275]  |  [16274]  |  [16273]  |  [16272]  |  [16271]  |  [16270]  |  [16269]  |  [16268]  |  [16267]  |  [16266]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16265]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16264]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16263]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16262]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16261]  |  [16260]  |  [16259]  |  [16258]  |  [16257]  |  [16256]  |  [16255]  |  [16254]  |  | DALLAS, GA | DALLAS, GA | 291
 [16253]  |  [16252]  |  [16251]  |  [16250]  |  [16249]  |  [16248]  |  [16247]  |  | MIAMI GARDENS, FL | MIAMI GARDENS, FL | 290
 [16246]  |  [16245]  |  [16244]  |  | DECATUR, GA | DECATUR, GA | 291
 [16243]  |  | DECATUR, GA | DECATUR, GA | 291
 [16242]  |  | DECATUR, GA | DECATUR, GA | 291
 [16241]  |  [16240]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16239]  |  [16236]  |  [16235]  |  [16234]  |  [16233]  |  [16232]  |  [16231]  |  [16230]  |  [16229]  |  [16228]  |  [16227]  |  [16226]  |  [16225]  |  [16224]  |  [16223]  |  [16222]  |  [16221]  |  [16220]  |  [16219]  |  [16218]  |  [16217]  |  [16216]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16215]  |  | DECATUR, GA | DECATUR, GA | 291
 [16214]  |  [16213]  |  [16212]  |  [16211]  |  [16210]  |  [16209]  |  [16208]  |  [16207]  |  [16206]  |  [16205]  |  [16204]  |  [16203]  |  [16202]  |  [16201]  |  [16200]  |  [16199]  |  [16198]  |  [16197]  |  [16196]  |  [16195]  |  [16194]  |  [16193]  |  [16192]  |  [16191]  |  [16190]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16189]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16188]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16187]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16186]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16185]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16184]  |  [16183]  |  [16182]  |  [16181]  |  [16180]  |  [16179]  |  [16178]  |  [16177]  |  [16176]  |  | DALLAS, GA | DALLAS, GA | 291
 [16175]  |  [16174]  |  [16173]  |  [16172]  |  [16171]  |  [16170]  |  [16169]  |  [16168]  |  [16167]  |  [16166]  |  [16165]  |  [16164]  |  [16163]  |  [16162]  |  [16161]  |  [16160]  |  | CUTLER BAY, FL | CUTLER BAY, FL | 290
 [16159]  |  [16158]  |  [16157]  |  [16156]  |  [16155]  |  [16154]  |  [16153]  |  [16152]  |  [16149]  |  [16148]  |  [16147]  |  [16146]  |  [16145]  |  [16144]  |  [16143]  |  [16142]  |  [16141]  |  [16140]  |  [16139]  |  [16138]  |  [16137]  |  [16136]  |  [16135]  |  | DECATUR, GA | DECATUR, GA | 291
 [16134]  |  [16133]  |  | HOUSTON, TX | HOUSTON, TX | 285
 [16132]  |  [16131]  |  | DALLAS, TX | DALLAS, TX | 283
 [16130]  |  | DALLAS, TX | DALLAS, TX | 283
 [16129]  |  [16128]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [16127]  |  [16122]  |  [16121]  |  | PASADENA, TX | PASADENA, TX | 285
 [16120]  |  | PASADENA, TX | PASADENA, TX | 285
 [16119]  |  | PASADENA, TX | PASADENA, TX | 285
 [16118]  |  | PASADENA, TX | PASADENA, TX | 285
 [16117]  |  | PASADENA, TX | PASADENA, TX | 285
 [16116]  |  [16115]  |  [16114]  |  [16113]  |  [16112]  |  [16111]  |  [16110]  |  [16109]  |  [16108]  |  [16107]  |  [16106]  |  [16105]  |  [16104]  |  [16103]  |  [16102]  |  [16101]  |  [16100]  |  [16099]  |  [16098]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16097]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16096]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16095]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16094]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16093]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16092]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16091]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16090]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16089]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16088]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16087]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16086]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16085]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16084]  |  [16083]  |  [16082]  |  [16081]  |  [16080]  |  [16079]  |  [16078]  |  [16077]  |  [16076]  |  [16075]  |  [16074]  |  [16073]  |  | DENVER, CO | DENVER, CO | 286
 [16072]  |  | DENVER, CO | DENVER, CO | 286
 [16071]  |  [16070]  |  [16069]  |  [16068]  |  | MIAMI, FL | MIAMI, FL | 290
 [16067]  |  | MIRAMAR, FL | MIRAMAR, FL | 290
 [16066]  |  [16065]  |  [16064]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [16063]  |  | DECATUR, GA | DECATUR, GA | 291
 [16062]  |  [16061]  |  [16060]  |  [16056]  |  [16054]  |  [16053]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16052]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16051]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16050]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16049]  |  | PEORIA, AZ | PEORIA, AZ | 289
 [16048]  |  [16047]  |  [16046]  |  [16045]  |  [16044]  |  [16043]  |  [16042]  |  [16041]  |  [16040]  |  [16039]  |  [16038]  |  [16037]  |  [16036]  |  [16035]  |  [16034]  |  [16033]  |  [16032]  |  [16031]  |  [16030]  |  [16029]  |  [16028]  |  [16027]  |  [16026]  |  [16025]  |  [16024]  |  [16023]  |  [16022]  |  [16021]  |  [16020]  |  [16019]  |  [16018]  |  [16017]  |  [16016]  |  [16015]  |  [16014]  |  [16013]  |  [16012]  |  [16011]  |  [16010]  |  [16009]  |  [16008]  |  [16007]  |  [16006]  |  [16005]  |  [16004]  |  [16003]  |  | CUTLER BAY, FL | CUTLER BAY, FL | 290
 [16002]  |  [16001]  |  [16000]  |  [15999]  |  [15998]  |  [15997]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [15996]  |  [15995]  |  [15994]  |  [15993]  |  [15992]  |  [15991]  |  [15990]  |  [15989]  |  [15988]  |  [15987]  |  [15986]  |  [15985]  |  [15984]  |  [15983]  |  [15982]  |  [15981]  |  [15980]  |  [15979]  |  [15978]  |  [15977]  |  [15976]  |  [15975]  |  [15974]  |  [15973]  |  [15972]  |  [15971]  |  [15970]  |  [15969]  |  [15968]  |  [15967]  |  [15966]  |  [15965]  |  [15964]  |  [15963]  |  [15962]  |  [15961]  |  [15960]  |  [15959]  |  [15958]  |  [15957]  |  [15956]  |  [15955]  |  [15954]  |  [15953]  |  [15952]  |  | DALLAS, GA | DALLAS, GA | 291
 [15951]  |  [15950]  |  [15949]  |  [15948]  |  [15947]  |  [15946]  |  [15945]  |  [15944]  |  [15943]  |  [15942]  |  [15941]  |  [15940]  |  [15939]  |  [15938]  |  [15937]  |  [15936]  |  [15935]  |  [15934]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [15933]  |  [15932]  |  [15931]  |  [15930]  |  [15929]  |  [15928]  |  [15927]  |  [15926]  |  [15925]  |  [15924]  |  [15923]  |  [15922]  |  [15921]  |  [15920]  |  [15919]  |  [15918]  |  [15917]  |  [15916]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [15915]  |  | DECATUR, GA | DECATUR, GA | 291
 [15914]  |  [15913]  |  [15912]  |  | DUNCANVILLE, TX | DUNCANVILLE, TX | 283
 [15911]  |  | DUNCANVILLE, TX | DUNCANVILLE, TX | 283
 [15910]  |  [15909]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [15908]  |  [15907]  |  [15902]  |  [15901]  |  [15900]  |  [15899]  |  [15898]  |  [15897]  |  [15896]  |  [15895]  |  [15894]  |  [15893]  |  [15892]  |  [15891]  |  [15890]  |  [15889]  |  [15888]  |  [15887]  |  | MIAMI GARDENS, FL | MIAMI GARDENS, FL | 290
 [15886]  |  [15885]  |  [15884]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [15883]  |  | DECATUR, GA | DECATUR, GA | 291
 [15882]  |  [15881]  |  [15880]  |  [15879]  |  [15878]  |  [15877]  |  | PHOENIX, AZ | PHOENIX, AZ | 289
 [15876]  |  [15875]  |  [15874]  |  [15873]  |  [15872]  |  [15871]  |  [15870]  |  [15869]  |  [15868]  |  | DALLAS, GA | DALLAS, GA | 291
 [15867]  |  [15866]  |  [15865]  |  [15864]  |  [15863]  |  [15862]  |  [15861]  |  [15860]  |  [15859]  |  [15858]  |  | DALLAS, GA | DALLAS, GA | 291
 [15857]  |  [15856]  |  [15855]  |  [15854]  |  [15853]  |  [15852]  |  [15851]  |  [15850]  |  [15849]  |  [15848]  |  [15847]  |  [15846]  |  [15845]  |  [15844]  |  [15843]  |  [15842]  |  [15841]  |  [15840]  |  [15839]  |  [15838]  |  [15837]  |  [15836]  |  [15835]  |  [15834]  |  [15833]  |  [15832]  |  [15831]  |  [15830]  |  [15829]  |  | DECATUR, GA | DECATUR, GA | 291
 [15828]  |  | DECATUR, GA | DECATUR, GA | 291
 [15827]  |  | ATLANTA, GA | ATLANTA, GA | 291
 [15826]  |  | EAST POINT, GA | EAST POINT, GA | 291
